Method,threshold,params,ROC AUC,PR AUC,F1 score,Accuracy,Precision,Recall,TP,TN,FP,FN,Training time,Inference time
Transformers_REF,0.5,,0.7986519996684647,0.7938017595955521,0.684788057706233,0.71705,0.7663632963470889,0.6189085783326621,6147,8194,1874,3785,0,36.88702334499976
