Method,threshold,params,ROC AUC,PR AUC,F1 score,Accuracy,Precision,Recall,TP,TN,FP,FN,Training time,Inference time
DummyClassifier,,"{'random_state': [0], 'strategy': ['stratified']}",0.49589793812919963,0.4992111409347679,0.49545176244205363,0.4958926854845757,0.49712580631006187,0.4937889552368914,11329,11369,11460,11614,1.2074069569999892,0.007833769000058055
Basic LogisticRegression,,"[{'random_state': [0], 'max_iter': [3000], 'solver': ['lbfgs'], 'penalty': ['l2'], 'C': <scipy.stats._distn_infrastructure.rv_frozen object at 0x7f481d7c9880>}, {'random_state': [0], 'max_iter': [3000], 'solver': ['liblinear'], 'penalty': ['l1', 'l2'], 'C': <scipy.stats._distn_infrastructure.rv_frozen object at 0x7f481d7a1b80>}, {'random_state': [0], 'max_iter': [3000], 'solver': ['saga'], 'penalty': ['elasticnet'], 'C': <scipy.stats._distn_infrastructure.rv_frozen object at 0x7f481d918df0>, 'l1_ratio': <scipy.stats._distn_infrastructure.rv_frozen object at 0x7f481d92c730>}]",0.4982807237679099,0.4992976175257273,0.4993340756752036,0.4990168662064144,0.5002624901566192,0.4984091008150634,11435,11406,11423,11508,17.510898776999966,0.002947340999980952
